BusinessArea;CompanyCode;Department;Division;Employee;Employee_Desc;Fulltime;FutureLeader;Gender;HasLeft;ImpactofLoss;Job_Desc;Location;Location_ID;Manager;Manager_Desc;Married;NewToPosition;PayGrade;Performance;Latitude;Longitude;StandardWeeklyHours;Workingdaysperweek;Salary_AVG_Var;Age;Seniority;Salary
Business Area C;NA Corp.;E141599;DIV03;E141599;Wong, Darryl;TRUE;TRUE;Male;y;Unassigned;Business Ops Professionals;Frankfurt;Germany;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Outstanding;50.03;8.57;40;5;-0.24;30;5;96139
Business Area C;NA Corp.;E148235;DIV02;E148235;Badragan, Herbert;TRUE;TRUE;Male;n;Unassigned;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Outstanding;37.62;-122.38;40;5;0;30;0;109664
Business Area C;NA Corp.;E160354;DIV03;E160354;Kong, Issac;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Dubai;HREG006;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Satisfactory;25.25;55.33;40;5;-0.31;33;5;75925
Business Area C;NA Corp.;E167524;DIV02;E167524;Christ, Jade;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-8;Progressing;-33.93;151.17;40;5;-0.28;58;5;79198
Business Area C;NA Corp.;E171876;DIV05;E171876;Zhang, Melloney;TRUE;TRUE;Female;n;medium impact;Business Ops Professionals;Frankfurt;Germany;E044139;Willig, Bernie;FALSE;TRUE;GR-9;Satisfactory;50.03;8.57;40;5;-0.41;62;5;65095
Business Area C;NA Corp.;E172608;DIV09;E172608;Yang, Jan;TRUE;TRUE;Male;n;Unassigned;Business Ops Professionals;Frankfurt;Germany;E300121;Lauzon, Charyl;FALSE;FALSE;GR-9;Satisfactory;50.03;8.57;40;5;-0.41;61;0;65143
Business Area C;NA Corp.;E195425;DIV02;E195425;Zhu, Thoma;TRUE;TRUE;Male;n;Unassigned;Business Ops Professionals;Frankfurt;Germany;E252825;Henkes, Marko;FALSE;FALSE;GR-6;Insufficient;50.03;8.57;40;5;-0.63;26;3;40226
Business Area C;NA Corp.;E199069;DIV02;E199069;Wang, Jennette;TRUE;#;Female;n;Unassigned;Business Ops Professionals;Frankfurt;Germany;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Extraordinary;50.03;8.57;40;5;-0.42;57;3;63722
Business Area C;NA Corp.;E200527;DIV03;E200527;Tam, Joey;TRUE;TRUE;Male;n;Unassigned;Business Ops Professionals;Frankfurt;Germany;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Satisfactory;50.03;8.57;40;5;-0.28;61;0;79610
Business Area C;NA Corp.;E201678;DIV02;E201678;Spratley, Johann;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-10;Progressing;39.87;-75.25;40;5;0.22;63;3;133806
Business Area C;NA Corp.;E206397;DIV03;E206397;Na, Jonathan;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-7;Progressing;39.87;-75.25;40;5;-0.2;26;3;88343
Business Area C;NA Corp.;E206993;DIV03;E206993;Bolognese, Dorcas;TRUE;TRUE;Female;y;Unassigned;Business Ops Professionals;San Francisco;REG0004;E237930;Alpizar, Josh;TRUE;FALSE;GR-14;Successful;37.62;-122.38;40;5;1.88;55;5;380482
Business Area C;NA Corp.;E210022;DIV02;E210022;KN, Joseph;TRUE;TRUE;Male;n;medium impact;Business Ops Professionals;Sydney;REG0003;E252825;Henkes, Marko;FALSE;TRUE;GR-9;Insufficient;-33.93;151.17;40;5;-0.25;61;1;81944
Business Area C;NA Corp.;E212366;DIV02;E212366;Hui, Josh;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-10;Satisfactory;39.87;-75.25;40;5;0.18;55;0;129210
Business Area C;NA Corp.;E218031;DIV02;E218031;Wilkie, Edward;TRUE;TRUE;Female;y;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Satisfactory;39.87;-75.25;40;5;-0.37;47;5;83362
Business Area C;NA Corp.;E223179;DIV02;E223179;Wang, Karthik;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Progressing;39.87;-75.25;40;5;-0.57;26;1;47183
Business Area C;NA Corp.;E228380;DIV03;E228380;Sokhan, Ellie;TRUE;TRUE;Female;y;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-11;Extraordinary;39.87;-75.25;40;5;0.49;29;1;196453
Business Area C;NA Corp.;E231772;DIV02;E231772;Jarrar, Konstantinos;TRUE;#;Male;n;Unassigned;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-12;Extraordinary;37.62;-122.38;40;5;0.95;34;5;214600
Business Area C;NA Corp.;E237201;DIV02;E237201;Bunch, Laurent;TRUE;TRUE;Male;n;medium impact;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;TRUE;GR-7;Outstanding;37.62;-122.38;40;5;-0.28;45;5;71101
Business Area C;NA Corp.;E253918;DIV02;E253918;Han, Gerik;TRUE;#;Male;n;Unassigned;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-15;Successful;37.62;-122.38;40;5;2.66;55;3;402538
Business Area C;NA Corp.;E263060;DIV03;E263060;Chiu, Henry;TRUE;#;Female;y;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-7;Insufficient;39.87;-75.25;40;5;-0.36;36;5;84476
Business Area C;NA Corp.;E263786;DIV02;E263786;Hosang, Harleen;TRUE;#;Male;y;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-16;Satisfactory;39.87;-75.25;40;5;1.56;27;5;338440
Business Area C;NA Corp.;E267173;DIV02;E267173;Carswell, Henry;TRUE;#;Male;y;Unassigned;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Outstanding;37.62;-122.38;40;5;-0.3;23;5;92842
Business Area C;NA Corp.;E279983;DIV02;E279983;Ding, Narek;TRUE;TRUE;Male;n;Unassigned;Business Ops Professionals;Frankfurt;Germany;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Satisfactory;50.03;8.57;40;5;-0.28;40;4;79355
Business Area C;NA Corp.;E298205;DIV07;E298205;Huang, Marysa;TRUE;TRUE;Female;n;medium impact;Business Ops Professionals;Philadelphia;REG0001;E154464;Simpson, Hyunwoo;FALSE;FALSE;GR-9;Outstanding;39.87;-75.25;40;5;-0.36;32;0;69857
Business Area C;Western EU SE;E020105;DIV03;E020105;Banks, Dannel;TRUE;TRUE;Male;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E237930;Alpizar, Josh;TRUE;FALSE;GR-10;Successful;39.87;-75.25;40;5;0.19;47;1;130836
Business Area C;Western EU SE;E022785;DIV03;E022785;Yang, Fania;TRUE;#;Female;n;Unassigned;Business Ops Professionals;Sydney;REG0003;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Successful;-33.93;151.17;40;5;0.43;62;0;157336
Business Area C;Western EU SE;E037286;DIV02;E037286;Esquivel, Ashutosh;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Paris;France;E252825;Henkes, Marko;FALSE;FALSE;GR-8;Progressing;48.86;2.35;40;5;-0.37;47;2;69516
Business Area C;Western EU SE;E066221;DIV03;E066221;Visser, Chester;TRUE;#;Male;n;very high impact;Business Ops Professionals;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Satisfactory;48.86;2.35;40;5;-0.3;33;2;76972
Business Area C;Western EU SE;E081225;DIV03;E081225;Fessler, Gordan;TRUE;TRUE;Male;n;Unassigned;Business Ops Professionals;Frankfurt;Germany;E237930;Alpizar, Josh;TRUE;FALSE;GR-12;Outstanding;50.03;8.57;40;5;0.16;37;0;127965
Business Area C;Western EU SE;E108402;DIV02;E108402;Burjorjee, Dorcas;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Bangalore;India;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Successful;13.2;77.71;40;5;-0.59;57;5;45234
Business Area C;Western EU SE;E138487;DIV03;E138487;Li, Greg;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Insufficient;39.87;-75.25;40;5;0.57;36;5;172125
Business Area C;Western EU SE;E142209;DIV01;E142209;Hertanto, Harry;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Frankfurt;Germany;E144808;Eckstein, Hemanth;FALSE;FALSE;GR-9;Successful;50.03;8.57;40;5;-0.41;57;5;65405
Business Area C;Western EU SE;E173823;DIV01;E173823;Wong, Dunn;TRUE;TRUE;Male;n;Unassigned;Business Ops Professionals;San Francisco;REG0004;E144808;Eckstein, Hemanth;TRUE;FALSE;GR-11;Outstanding;37.62;-122.38;40;5;0.24;26;5;135984
Business Area C;Western EU SE;E174234;DIV03;E174234;Wang, Anabel;TRUE;TRUE;Female;n;Unassigned;Business Ops Professionals;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Satisfactory;37.62;-122.38;40;5;1.27;36;5;250023
Business Area C;Western EU SE;E192639;DIV03;E192639;Buchholz, Jim;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Satisfactory;39.87;-75.25;40;5;0.74;37;1;191477
Business Area C;Western EU SE;E196145;DIV06;E196145;Zhao, Joanna;TRUE;#;Female;n;Unassigned;Business Ops Professionals;Frankfurt;Germany;E109659;Aisho, Duong;FALSE;FALSE;GR-9;Extraordinary;50.03;8.57;40;5;-0.4;27;3;65540
Business Area C;Western EU SE;E212821;DIV09;E212821;Hu, Ashlen;TRUE;TRUE;Female;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E300121;Lauzon, Charyl;FALSE;FALSE;GR-13;Insufficient;39.87;-75.25;40;5;0.26;26;1;138527
Business Area C;Western EU SE;E247549;DIV02;E247549;Muts, Melony;TRUE;TRUE;Female;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-13;Extraordinary;39.87;-75.25;40;5;0.46;27;0;160112
Business Area C;Western EU SE;E248961;DIV03;E248961;Liang, Mamoon;TRUE;#;Female;n;very high impact;Business Ops Professionals;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Successful;39.87;-75.25;40;5;-0.09;57;3;99973
Business Area C;Western EU SE;E273434;DIV03;E273434;Koochakzadeh, Mongo;TRUE;TRUE;Male;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Satisfactory;39.87;-75.25;40;5;0.59;49;5;174856
Business Area C;Western EU SE;E274097;DIV02;E274097;Klassen, Monika;TRUE;#;Female;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-8;Extraordinary;39.87;-75.25;40;5;-0.22;35;5;86158
Business Area C;Western EU SE;E274735;DIV01;E274735;Stark, Hyo;TRUE;#;Female;y;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E144808;Eckstein, Hemanth;FALSE;FALSE;GR-9;Successful;39.87;-75.25;40;5;-0.03;28;5;91598
Business Area D;LA Corp.;E026901;DIV03;E026901;S, Andy;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Paris;France;E237930;Alpizar, Josh;TRUE;FALSE;GR-9;Insufficient;48.86;2.35;40;5;-0.29;52;5;78164
Business Area D;LA Corp.;E051673;DIV04;E051673;Liu, Brian;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Paris;France;E019974;Bigonnet, Amanda;FALSE;FALSE;GR-6;Satisfactory;48.86;2.35;40;5;-0.62;51;2;41488
Business Area D;LA Corp.;E070596;DIV02;E070596;Patel, Christopher;TRUE;FALSE;Male;n;Unassigned;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;TRUE;GR-9;Satisfactory;37.62;-122.38;40;5;0;47;2;109460
Business Area D;LA Corp.;E125270;DIV03;E125270;Bolster, Lydon;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E237930;Alpizar, Josh;TRUE;FALSE;GR-8;Outstanding;39.87;-75.25;40;5;-0.18;31;5;90208
Business Area D;LA Corp.;E157008;DIV02;E157008;Peters, David;TRUE;#;Female;y;Unassigned;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;TRUE;FALSE;GR-10;Outstanding;37.62;-122.38;40;5;0.44;50;5;190572
Business Area D;LA Corp.;E162381;DIV03;E162381;Jiang, Ivan;TRUE;TRUE;Male;n;Unassigned;Business Ops Professionals;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-7;Satisfactory;48.86;2.35;40;5;-0.49;33;0;55907
Business Area D;LA Corp.;E166776;DIV03;E166776;Dyck, Jacob;TRUE;TRUE;Male;n;Unassigned;Business Ops Professionals;Sydney;REG0003;E266882;Schilling, Corrina;FALSE;TRUE;GR-9;Extraordinary;-33.93;151.17;40;5;-0.22;58;5;85776
Business Area D;LA Corp.;E167384;DIV02;E167384;Das, Jacques;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Sydney;REG0003;E252825;Henkes, Marko;TRUE;TRUE;GR-13;Successful;-33.93;151.17;40;5;0.66;23;5;182943
Business Area D;LA Corp.;E183208;DIV02;E183208;Labouze, Jean-Marie;TRUE;#;Male;n;Unassigned;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;TRUE;FALSE;GR-7;Successful;37.62;-122.38;40;5;-0.48;26;0;56854
Business Area D;LA Corp.;E196475;DIV03;E196475;Yu, Farleigh;TRUE;FALSE;Male;n;Unassigned;Business Ops Professionals;Frankfurt;Germany;E237930;Alpizar, Josh;FALSE;TRUE;GR-16;Satisfactory;50.03;8.57;40;5;1.71;55;1;298011
Business Area D;LA Corp.;E261042;DIV03;E261042;Arriola, Stephannie;TRUE;TRUE;Female;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Extraordinary;39.87;-75.25;40;5;0.69;55;3;186015
Business Area D;Western EU SE;E003139;DIV03;E003139;Streight, Adhiran;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Paris;France;E266882;Schilling, Corrina;TRUE;FALSE;GR-7;Satisfactory;48.86;2.35;40;5;-0.65;42;1;38205
Business Area D;Western EU SE;E010631;DIV02;E010631;Liu, Melly;TRUE;TRUE;Female;n;Unassigned;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-6;Successful;37.62;-122.38;40;5;-0.49;42;1;55672
Business Area D;Western EU SE;E011442;DIV03;E011442;Leung, Gustie;TRUE;#;Female;n;Unassigned;Business Ops Professionals;Frankfurt;Germany;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Satisfactory;50.03;8.57;40;5;0.44;47;0;158152
Business Area D;Western EU SE;E031336;DIV08;E031336;Liu, Anna;TRUE;#;Female;n;Unassigned;Business Ops Professionals;Paris;France;E293226;Montag, Orla;FALSE;FALSE;GR-9;Satisfactory;48.86;2.35;40;5;-0.4;62;5;66141
Business Area D;Western EU SE;E033514;DIV02;E033514;Kaur, Rossy;TRUE;#;Male;n;very high impact;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Outstanding;37.62;-122.38;40;5;-0.28;28;2;79640
Business Area D;Western EU SE;E043212;DIV03;E043212;Yao, Bernhard;TRUE;TRUE;Male;n;Unassigned;Business Ops Professionals;Sydney;REG0003;E237930;Alpizar, Josh;FALSE;FALSE;GR-11;Insufficient;-33.93;151.17;40;5;-0.24;54;2;83149
Business Area D;Western EU SE;E048614;DIV02;E048614;Reese, Borislav;TRUE;#;Male;n;very high impact;Business Ops Professionals;Paris;France;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Satisfactory;48.86;2.35;40;5;-0.37;26;1;68878
Business Area D;Western EU SE;E063284;DIV01;E063284;Zhang, Asa;TRUE;#;Male;n;Unassigned;Business Ops Professionals;San Francisco;REG0004;E144808;Eckstein, Hemanth;TRUE;FALSE;GR-7;Progressing;37.62;-122.38;40;5;-0.42;57;2;63488
Business Area D;Western EU SE;E086988;DIV09;E086988;Abnar, Gordy;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E300121;Lauzon, Charyl;FALSE;FALSE;GR-12;Progressing;39.87;-75.25;40;5;0.36;42;5;149407
Business Area D;Western EU SE;E091667;DIV03;E091667;Su, David;TRUE;#;Male;n;very high impact;Business Ops Professionals;Dubai;HREG006;E237930;Alpizar, Josh;FALSE;FALSE;GR-10;Satisfactory;25.25;55.33;40;5;0.47;50;1;161141
Business Area D;Western EU SE;E102443;DIV04;E102443;Hu, Detlef;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Bangalore;India;E019974;Bigonnet, Amanda;FALSE;FALSE;GR-7;Successful;13.2;77.71;40;5;-0.67;46;5;35781
Business Area D;Western EU SE;E102505;DIV09;E102505;Ho, Detlef;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Bangalore;India;E300121;Lauzon, Charyl;FALSE;FALSE;GR-6;Insufficient;13.2;77.71;40;5;-0.74;38;5;29094
Business Area D;Western EU SE;E108817;DIV03;E108817;Brownsey, Dorcas;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Bangalore;India;E237930;Alpizar, Josh;TRUE;FALSE;GR-7;Satisfactory;13.2;77.71;40;5;-0.7;31;5;33063
Business Area D;Western EU SE;E116009;DIV03;E116009;Ranjan, Eran;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E237930;Alpizar, Josh;TRUE;FALSE;GR-7;Satisfactory;39.87;-75.25;40;5;-0.21;23;5;86557
Business Area D;Western EU SE;E127272;DIV02;E127272;Castro, Daniel;TRUE;TRUE;Male;y;Unassigned;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-13;Progressing;37.62;-122.38;40;5;1.11;31;5;278374
Business Area D;Western EU SE;E132807;DIV02;E132807;Shaik, Gerrit;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-10;Satisfactory;39.87;-75.25;40;5;0.19;27;5;130954
Business Area D;Western EU SE;E140982;DIV09;E140982;Wood, Darlene;TRUE;#;Female;y;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E300121;Lauzon, Charyl;TRUE;FALSE;GR-7;Progressing;39.87;-75.25;40;5;-0.55;37;5;58916
Business Area D;Western EU SE;E175727;DIV02;E175727;Tomlinson, Noelani;TRUE;#;Female;n;Unassigned;Business Ops Professionals;Paris;France;E252825;Henkes, Marko;TRUE;FALSE;GR-9;Progressing;48.86;2.35;40;5;-0.39;27;5;67597
Business Area D;Western EU SE;E176950;DIV03;E176950;Schmidt, Gwennie;TRUE;#;Female;n;Unassigned;Business Ops Professionals;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-7;Successful;48.86;2.35;40;5;-0.49;39;5;56051
Business Area D;Western EU SE;E193598;DIV05;E193598;Badaire, Joachim;TRUE;TRUE;Male;n;Unassigned;Business Ops Professionals;Frankfurt;Germany;E044139;Willig, Bernie;FALSE;FALSE;GR-9;Satisfactory;50.03;8.57;40;5;-0.41;28;0;65011
Business Area D;Western EU SE;E198305;DIV09;E198305;Do, Don;TRUE;#;Female;y;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E300121;Lauzon, Charyl;TRUE;FALSE;GR-9;Satisfactory;39.87;-75.25;40;5;-0.43;23;5;74977
Business Area D;Western EU SE;E207417;DIV02;E207417;Mar, Jonathan;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-8;Progressing;-33.93;151.17;40;5;-0.27;51;3;79869
Business Area D;Western EU SE;E214722;DIV03;E214722;Zhao, Dvij;TRUE;TRUE;Female;y;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-11;Successful;39.87;-75.25;40;5;0.19;26;5;156718
Business Area D;Western EU SE;E223157;DIV01;E223157;Wcislo, Karthik;TRUE;#;Female;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E144808;Eckstein, Hemanth;TRUE;FALSE;GR-11;Satisfactory;39.87;-75.25;40;5;0.5;33;1;164801
Business Area D;Western EU SE;E234576;DIV02;E234576;Fei, Kyoungsoon;TRUE;#;Female;n;Unassigned;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-16;Insufficient;37.62;-122.38;40;5;7.62;45;5;948229
Business Area D;Western EU SE;E235701;DIV02;E235701;Denonville, Gideon;TRUE;#;Male;n;Unassigned;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-16;Progressing;37.62;-122.38;40;5;2.71;34;5;407554
Business Area D;Western EU SE;E245956;DIV02;E245956;Ramu, Maddy;TRUE;#;Female;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-11;Extraordinary;39.87;-75.25;40;5;0.62;50;1;178637
Business Area D;Western EU SE;E249035;DIV03;E249035;Cai, Flavia;TRUE;#;Female;y;Unassigned;Business Ops Professionals;San Francisco;REG0004;E237930;Alpizar, Josh;TRUE;FALSE;GR-7;Successful;37.62;-122.38;40;5;-0.28;54;5;94394
Business Area D;Western EU SE;E256138;DIV02;E256138;Fenollosa, Matthias;TRUE;#;Male;n;Unassigned;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;TRUE;FALSE;GR-13;Outstanding;37.62;-122.38;40;5;1.23;27;3;245162
Business Area D;Western EU SE;E258670;DIV02;E258670;Cheng, Mehrnoosh;TRUE;#;Male;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-15;Successful;39.87;-75.25;40;5;1.63;61;3;289415
Business Area D;Western EU SE;E258697;DIV02;E258697;Chen, Neilla;TRUE;#;Female;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Insufficient;39.87;-75.25;40;5;-0.32;34;3;74443
Business Area D;Western EU SE;E263151;DIV09;E263151;Yew, Lucita;TRUE;#;Female;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E300121;Lauzon, Charyl;FALSE;FALSE;GR-7;Satisfactory;39.87;-75.25;40;5;-0.39;55;3;66567
Business Area D;Western EU SE;E276272;DIV02;E276272;Huhn, Muriel;TRUE;#;Female;n;Unassigned;Business Ops Professionals;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-11;Successful;39.87;-75.25;40;5;-0.07;34;5;102018
Business Area D;Western EU SE;E280104;DIV08;E280104;Deng, Narek;TRUE;TRUE;Female;n;Unassigned;Business Ops Professionals;San Francisco;REG0004;E221184;Yang, Karsten;FALSE;FALSE;GR-11;Successful;37.62;-122.38;40;5;0.23;42;4;135033
Business Area D;Western EU SE;E282948;DIV03;E282948;Bergman, Nathaniel;TRUE;#;Male;n;very high impact;Business Ops Professionals;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-10;Outstanding;39.87;-75.25;40;5;0.24;31;4;136325
Business Area D;Western EU SE;E286939;DIV02;E286939;Wong, Florette;TRUE;TRUE;Female;n;Unassigned;Business Ops Professionals;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Successful;37.62;-122.38;40;5;-0.08;31;4;101158
Business Area A;NA Corp.;E013049;DIV03;E013049;Kahana, Alex;TRUE;TRUE;Male;n;medium impact;Administrative Support;Bangalore;India;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Successful;13.2;77.71;40;5;-0.59;26;1;43696
Business Area A;NA Corp.;E016296;DIV03;E016296;Gu, Alexandra;TRUE;TRUE;Female;n;Unassigned;Administrative Support;Frankfurt;Germany;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Insufficient;50.03;8.57;40;5;-0.4;27;1;64321
Business Area A;NA Corp.;E016647;DIV02;E016647;Govindarasu, Ricardo;TRUE;TRUE;Male;n;very high impact;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Satisfactory;-33.93;151.17;40;5;-0.48;26;1;55127
Business Area A;NA Corp.;E023067;DIV02;E023067;Wu, Andre;TRUE;#;Male;n;medium impact;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-12;Successful;-33.93;151.17;40;5;-0.1;32;5;95440
Business Area A;NA Corp.;E027681;DIV03;E027681;Addanki, Amrit;TRUE;TRUE;Male;y;very high impact;Administrative Support;Bangalore;India;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Successful;13.2;77.71;40;5;-0.54;28;5;58471
Business Area A;NA Corp.;E033083;DIV04;E033083;Koochakzadeh, Anthony;TRUE;TRUE;Male;n;very high impact;Administrative Support;Paris;France;E095280;Michligk, Kearney;FALSE;FALSE;GR-7;Extraordinary;48.86;2.35;40;5;-0.59;26;2;43520
Business Area A;NA Corp.;E041210;DIV03;E041210;Brunet, Ben;TRUE;TRUE;Male;n;medium impact;Administrative Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Progressing;48.86;2.35;40;5;-0.25;51;0;80108
Business Area A;NA Corp.;E045869;DIV03;E045869;St-Denis, Binyan;TRUE;TRUE;Male;n;medium impact;Administrative Support;Sydney;REG0003;E237930;Alpizar, Josh;TRUE;FALSE;GR-8;Outstanding;-33.93;151.17;40;5;-0.28;61;0;76861
Business Area A;NA Corp.;E050084;DIV04;E050084;Mulchandani, Brett;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Paris;France;E200979;Steyn, Johann;FALSE;FALSE;GR-9;Satisfactory;48.86;2.35;40;5;-0.17;26;2;88751
Business Area A;NA Corp.;E055236;DIV02;E055236;Jaecksch, Jeromy;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Satisfactory;-33.93;151.17;40;5;-0.3;54;2;74001
Business Area A;NA Corp.;E057879;DIV03;E057879;Goodman, Carlos;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Vancouver;REG0005;E237930;Alpizar, Josh;TRUE;FALSE;GR-11;Successful;49.18;-123.18;40;5;0.28;37;2;135724
Business Area A;NA Corp.;E069908;DIV06;E069908;Rapthadu, Christoph;TRUE;TRUE;Male;n;medium impact;Administrative Support;Paris;France;E042395;Alas, Benny;TRUE;FALSE;GR-8;Satisfactory;48.86;2.35;40;5;-0.44;25;2;59174
Business Area A;NA Corp.;E074901;DIV02;E074901;Lam, Claudius;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Satisfactory;-33.93;151.17;40;5;-0.16;28;2;89615
